Comunidad y ciudad autónoma de defunción;Covid-19;Sexo;Edad;Total
Aragón;Otras causas;Hombres;De 70 a 74 años;700
Aragón;Otras causas;Hombres;De 75 a 79 años;754
Aragón;Otras causas;Hombres;De 80 a 84 años;960
Aragón;Otras causas;Hombres;De 85 a 89 años;1.355
Aragón;Otras causas;Hombres;De 90 a 94 años;1.046
Aragón;Otras causas;Hombres;95 y más años;424
Aragón;Otras causas;Mujeres;Total;6.971
Aragón;Otras causas;Mujeres;De 0 a 49 años;134
Aragón;Otras causas;Mujeres;De 50 a 54 años;94
Aragón;Otras causas;Mujeres;De 55 a 59 años;129
Aragón;Otras causas;Mujeres;De 60 a 64 años;163
Aragón;Otras causas;Mujeres;De 65 a 69 años;228
Aragón;Otras causas;Mujeres;De 70 a 74 años;318
Aragón;Otras causas;Mujeres;De 75 a 79 años;519
Aragón;Otras causas;Mujeres;De 80 a 84 años;882
Aragón;Otras causas;Mujeres;De 85 a 89 años;1.685
Aragón;Otras causas;Mujeres;De 90 a 94 años;1.718
Aragón;Otras causas;Mujeres;95 y más años;1.101
Asturias, Principado de;Total;Total;Total;14.578
Asturias, Principado de;Total;Total;De 0 a 49 años;324
Asturias, Principado de;Total;Total;De 50 a 54 años;238
Asturias, Principado de;Total;Total;De 55 a 59 años;424
Asturias, Principado de;Total;Total;De 60 a 64 años;622
Asturias, Principado de;Total;Total;De 65 a 69 años;838
Asturias, Principado de;Total;Total;De 70 a 74 años;1.119
Asturias, Principado de;Total;Total;De 75 a 79 años;1.405
Asturias, Principado de;Total;Total;De 80 a 84 años;2.012
Asturias, Principado de;Total;Total;De 85 a 89 años;3.342
Asturias, Principado de;Total;Total;De 90 a 94 años;2.806
Asturias, Principado de;Total;Total;95 y más años;1.448
Asturias, Principado de;Total;Hombres;Total;7.085
Asturias, Principado de;Total;Hombres;De 0 a 49 años;202
Asturias, Principado de;Total;Hombres;De 50 a 54 años;157
Asturias, Principado de;Total;Hombres;De 55 a 59 años;284
Asturias, Principado de;Total;Hombres;De 60 a 64 años;405
Asturias, Principado de;Total;Hombres;De 65 a 69 años;571
Asturias, Principado de;Total;Hombres;De 70 a 74 años;750
Asturias, Principado de;Total;Hombres;De 75 a 79 años;884
Asturias, Principado de;Total;Hombres;De 80 a 84 años;1.054
Asturias, Principado de;Total;Hombres;De 85 a 89 años;1.495
Asturias, Principado de;Total;Hombres;De 90 a 94 años;932
Asturias, Principado de;Total;Hombres;95 y más años;351
Asturias, Principado de;Total;Mujeres;Total;7.493
Asturias, Principado de;Total;Mujeres;De 0 a 49 años;122
Asturias, Principado de;Total;Mujeres;De 50 a 54 años;81
Asturias, Principado de;Total;Mujeres;De 55 a 59 años;140
Asturias, Principado de;Total;Mujeres;De 60 a 64 años;217
Asturias, Principado de;Total;Mujeres;De 65 a 69 años;267
Asturias, Principado de;Total;Mujeres;De 70 a 74 años;369
Asturias, Principado de;Total;Mujeres;De 75 a 79 años;521
Asturias, Principado de;Total;Mujeres;De 80 a 84 años;958
Asturias, Principado de;Total;Mujeres;De 85 a 89 años;1.847
Asturias, Principado de;Total;Mujeres;De 90 a 94 años;1.874
Asturias, Principado de;Total;Mujeres;95 y más años;1.097
Asturias, Principado de;Covid-19 Virus identificado;Total;Total;1.513
Asturias, Principado de;Covid-19 Virus identificado;Total;De 0 a 49 años;9
Asturias, Principado de;Covid-19 Virus identificado;Total;De 50 a 54 años;10
Asturias, Principado de;Covid-19 Virus identificado;Total;De 55 a 59 años;22
Asturias, Principado de;Covid-19 Virus identificado;Total;De 60 a 64 años;48
Asturias, Principado de;Covid-19 Virus identificado;Total;De 65 a 69 años;56
Asturias, Principado de;Covid-19 Virus identificado;Total;De 70 a 74 años;116
Asturias, Principado de;Covid-19 Virus identificado;Total;De 75 a 79 años;143
Asturias, Principado de;Covid-19 Virus identificado;Total;De 80 a 84 años;246
Asturias, Principado de;Covid-19 Virus identificado;Total;De 85 a 89 años;390
Asturias, Principado de;Covid-19 Virus identificado;Total;De 90 a 94 años;325
Asturias, Principado de;Covid-19 Virus identificado;Total;95 y más años;148
Asturias, Principado de;Covid-19 Virus identificado;Hombres;Total;726
Asturias, Principado de;Covid-19 Virus identificado;Hombres;De 0 a 49 años;8
Asturias, Principado de;Covid-19 Virus identificado;Hombres;De 50 a 54 años;7
Asturias, Principado de;Covid-19 Virus identificado;Hombres;De 55 a 59 años;15
Asturias, Principado de;Covid-19 Virus identificado;Hombres;De 60 a 64 años;35
Asturias, Principado de;Covid-19 Virus identificado;Hombres;De 65 a 69 años;38
Asturias, Principado de;Covid-19 Virus identificado;Hombres;De 70 a 74 años;82
Asturias, Principado de;Covid-19 Virus identificado;Hombres;De 75 a 79 años;77
Asturias, Principado de;Covid-19 Virus identificado;Hombres;De 80 a 84 años;128
Asturias, Principado de;Covid-19 Virus identificado;Hombres;De 85 a 89 años;183
Asturias, Principado de;Covid-19 Virus identificado;Hombres;De 90 a 94 años;113
Asturias, Principado de;Covid-19 Virus identificado;Hombres;95 y más años;40
Asturias, Principado de;Covid-19 Virus identificado;Mujeres;Total;787
Asturias, Principado de;Covid-19 Virus identificado;Mujeres;De 0 a 49 años;1
Asturias, Principado de;Covid-19 Virus identificado;Mujeres;De 50 a 54 años;3
Asturias, Principado de;Covid-19 Virus identificado;Mujeres;De 55 a 59 años;7
Asturias, Principado de;Covid-19 Virus identificado;Mujeres;De 60 a 64 años;13
Asturias, Principado de;Covid-19 Virus identificado;Mujeres;De 65 a 69 años;18
Asturias, Principado de;Covid-19 Virus identificado;Mujeres;De 70 a 74 años;34
Asturias, Principado de;Covid-19 Virus identificado;Mujeres;De 75 a 79 años;66
Asturias, Principado de;Covid-19 Virus identificado;Mujeres;De 80 a 84 años;118
Asturias, Principado de;Covid-19 Virus identificado;Mujeres;De 85 a 89 años;207
Asturias, Principado de;Covid-19 Virus identificado;Mujeres;De 90 a 94 años;212
Asturias, Principado de;Covid-19 Virus identificado;Mujeres;95 y más años;108
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Total;Total;260
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Total;De 0 a 49 años;1
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Total;De 50 a 54 años;..
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Total;De 55 a 59 años;3
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Total;De 60 a 64 años;11
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Total;De 65 a 69 años;8
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Total;De 70 a 74 años;22
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Total;De 75 a 79 años;25
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Total;De 80 a 84 años;37
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Total;De 85 a 89 años;71
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Total;De 90 a 94 años;51
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Total;95 y más años;31
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Hombres;Total;132
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Hombres;De 0 a 49 años;..
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Hombres;De 50 a 54 años;..
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Hombres;De 55 a 59 años;3
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Hombres;De 60 a 64 años;8
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Hombres;De 65 a 69 años;4
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Hombres;De 70 a 74 años;12
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Hombres;De 75 a 79 años;20
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Hombres;De 80 a 84 años;19
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Hombres;De 85 a 89 años;32
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Hombres;De 90 a 94 años;24
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Hombres;95 y más años;10
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Mujeres;Total;128
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 0 a 49 años;1
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 50 a 54 años;..
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 55 a 59 años;..
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 60 a 64 años;3
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 65 a 69 años;4
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 70 a 74 años;10
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 75 a 79 años;5
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 80 a 84 años;18
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 85 a 89 años;39
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Mujeres;De 90 a 94 años;27
Asturias, Principado de;Covid-19 Virus no identificado (sospechoso);Mujeres;95 y más años;21
Asturias, Principado de;Otras causas;Total;Total;12.805
Asturias, Principado de;Otras causas;Total;De 0 a 49 años;314
Asturias, Principado de;Otras causas;Total;De 50 a 54 años;228
Asturias, Principado de;Otras causas;Total;De 55 a 59 años;399
Asturias, Principado de;Otras causas;Total;De 60 a 64 años;563
Asturias, Principado de;Otras causas;Total;De 65 a 69 años;774
Asturias, Principado de;Otras causas;Total;De 70 a 74 años;981
Asturias, Principado de;Otras causas;Total;De 75 a 79 años;1.237
Asturias, Principado de;Otras causas;Total;De 80 a 84 años;1.729
Asturias, Principado de;Otras causas;Total;De 85 a 89 años;2.881
Asturias, Principado de;Otras causas;Total;De 90 a 94 años;2.430
Asturias, Principado de;Otras causas;Total;95 y más años;1.269
Asturias, Principado de;Otras causas;Hombres;Total;6.227
Asturias, Principado de;Otras causas;Hombres;De 0 a 49 años;194
Asturias, Principado de;Otras causas;Hombres;De 50 a 54 años;150
Asturias, Principado de;Otras causas;Hombres;De 55 a 59 años;266
Asturias, Principado de;Otras causas;Hombres;De 60 a 64 años;362
Asturias, Principado de;Otras causas;Hombres;De 65 a 69 años;529
Asturias, Principado de;Otras causas;Hombres;De 70 a 74 años;656
Asturias, Principado de;Otras causas;Hombres;De 75 a 79 años;787
Asturias, Principado de;Otras causas;Hombres;De 80 a 84 años;907
Asturias, Principado de;Otras causas;Hombres;De 85 a 89 años;1.280
Asturias, Principado de;Otras causas;Hombres;De 90 a 94 años;795
Asturias, Principado de;Otras causas;Hombres;95 y más años;301
Asturias, Principado de;Otras causas;Mujeres;Total;6.578
Asturias, Principado de;Otras causas;Mujeres;De 0 a 49 años;120
Asturias, Principado de;Otras causas;Mujeres;De 50 a 54 años;78
Asturias, Principado de;Otras causas;Mujeres;De 55 a 59 años;133
Asturias, Principado de;Otras causas;Mujeres;De 60 a 64 años;201
Asturias, Principado de;Otras causas;Mujeres;De 65 a 69 años;245
Asturias, Principado de;Otras causas;Mujeres;De 70 a 74 años;325
Asturias, Principado de;Otras causas;Mujeres;De 75 a 79 años;450
Asturias, Principado de;Otras causas;Mujeres;De 80 a 84 años;822
Asturias, Principado de;Otras causas;Mujeres;De 85 a 89 años;1.601
Asturias, Principado de;Otras causas;Mujeres;De 90 a 94 años;1.635
Asturias, Principado de;Otras causas;Mujeres;95 y más años;968
Balears, Illes;Total;Total;Total;8.608
Balears, Illes;Total;Total;De 0 a 49 años;397
Balears, Illes;Total;Total;De 50 a 54 años;224
Balears, Illes;Total;Total;De 55 a 59 años;345
Balears, Illes;Total;Total;De 60 a 64 años;434
Balears, Illes;Total;Total;De 65 a 69 años;568
Balears, Illes;Total;Total;De 70 a 74 años;725
Balears, Illes;Total;Total;De 75 a 79 años;990
Balears, Illes;Total;Total;De 80 a 84 años;1.244
Balears, Illes;Total;Total;De 85 a 89 años;1.691
Balears, Illes;Total;Total;De 90 a 94 años;1.366
Balears, Illes;Total;Total;95 y más años;624
Balears, Illes;Total;Hombres;Total;4.491
Balears, Illes;Total;Hombres;De 0 a 49 años;256
Balears, Illes;Total;Hombres;De 50 a 54 años;149
Balears, Illes;Total;Hombres;De 55 a 59 años;222
Balears, Illes;Total;Hombres;De 60 a 64 años;296
Balears, Illes;Total;Hombres;De 65 a 69 años;388
Balears, Illes;Total;Hombres;De 70 a 74 años;480
Balears, Illes;Total;Hombres;De 75 a 79 años;614
Balears, Illes;Total;Hombres;De 80 a 84 años;673
Balears, Illes;Total;Hombres;De 85 a 89 años;756
Balears, Illes;Total;Hombres;De 90 a 94 años;499
Balears, Illes;Total;Hombres;95 y más años;158
Balears, Illes;Total;Mujeres;Total;4.117
Balears, Illes;Total;Mujeres;De 0 a 49 años;141
Balears, Illes;Total;Mujeres;De 50 a 54 años;75
Balears, Illes;Total;Mujeres;De 55 a 59 años;123
Balears, Illes;Total;Mujeres;De 60 a 64 años;138
Balears, Illes;Total;Mujeres;De 65 a 69 años;180
Balears, Illes;Total;Mujeres;De 70 a 74 años;245
Balears, Illes;Total;Mujeres;De 75 a 79 años;376
Balears, Illes;Total;Mujeres;De 80 a 84 años;571
Balears, Illes;Total;Mujeres;De 85 a 89 años;935
Balears, Illes;Total;Mujeres;De 90 a 94 años;867
Balears, Illes;Total;Mujeres;95 y más años;466
Balears, Illes;Covid-19 Virus identificado;Total;Total;557
Balears, Illes;Covid-19 Virus identificado;Total;De 0 a 49 años;12
Balears, Illes;Covid-19 Virus identificado;Total;De 50 a 54 años;5
Balears, Illes;Covid-19 Virus identificado;Total;De 55 a 59 años;11
Balears, Illes;Covid-19 Virus identificado;Total;De 60 a 64 años;13
Balears, Illes;Covid-19 Virus identificado;Total;De 65 a 69 años;38
Balears, Illes;Covid-19 Virus identificado;Total;De 70 a 74 años;39
Balears, Illes;Covid-19 Virus identificado;Total;De 75 a 79 años;96
Balears, Illes;Covid-19 Virus identificado;Total;De 80 a 84 años;84
Balears, Illes;Covid-19 Virus identificado;Total;De 85 a 89 años;130
Balears, Illes;Covid-19 Virus identificado;Total;De 90 a 94 años;84
Balears, Illes;Covid-19 Virus identificado;Total;95 y más años;45
Balears, Illes;Covid-19 Virus identificado;Hombres;Total;311
Balears, Illes;Covid-19 Virus identificado;Hombres;De 0 a 49 años;7
Balears, Illes;Covid-19 Virus identificado;Hombres;De 50 a 54 años;3
Balears, Illes;Covid-19 Virus identificado;Hombres;De 55 a 59 años;9
Balears, Illes;Covid-19 Virus identificado;Hombres;De 60 a 64 años;9
Balears, Illes;Covid-19 Virus identificado;Hombres;De 65 a 69 años;26
Balears, Illes;Covid-19 Virus identificado;Hombres;De 70 a 74 años;29
Balears, Illes;Covid-19 Virus identificado;Hombres;De 75 a 79 años;66
Balears, Illes;Covid-19 Virus identificado;Hombres;De 80 a 84 años;54
Balears, Illes;Covid-19 Virus identificado;Hombres;De 85 a 89 años;59
Balears, Illes;Covid-19 Virus identificado;Hombres;De 90 a 94 años;35
Balears, Illes;Covid-19 Virus identificado;Hombres;95 y más años;14
Balears, Illes;Covid-19 Virus identificado;Mujeres;Total;246
Balears, Illes;Covid-19 Virus identificado;Mujeres;De 0 a 49 años;5
Balears, Illes;Covid-19 Virus identificado;Mujeres;De 50 a 54 años;2
Balears, Illes;Covid-19 Virus identificado;Mujeres;De 55 a 59 años;2
Balears, Illes;Covid-19 Virus identificado;Mujeres;De 60 a 64 años;4
Balears, Illes;Covid-19 Virus identificado;Mujeres;De 65 a 69 años;12
Balears, Illes;Covid-19 Virus identificado;Mujeres;De 70 a 74 años;10
Balears, Illes;Covid-19 Virus identificado;Mujeres;De 75 a 79 años;30
Balears, Illes;Covid-19 Virus identificado;Mujeres;De 80 a 84 años;30
Balears, Illes;Covid-19 Virus identificado;Mujeres;De 85 a 89 años;71
Balears, Illes;Covid-19 Virus identificado;Mujeres;De 90 a 94 años;49
Balears, Illes;Covid-19 Virus identificado;Mujeres;95 y más años;31
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Total;Total;43
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Total;De 0 a 49 años;1
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Total;De 50 a 54 años;1
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Total;De 55 a 59 años;..
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Total;De 60 a 64 años;3
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Total;De 65 a 69 años;4
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Total;De 70 a 74 años;2
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Total;De 75 a 79 años;4
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Total;De 80 a 84 años;8
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Total;De 85 a 89 años;9
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Total;De 90 a 94 años;8
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Total;95 y más años;3
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Hombres;Total;24
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Hombres;De 0 a 49 años;1
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Hombres;De 50 a 54 años;1
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Hombres;De 55 a 59 años;..
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Hombres;De 60 a 64 años;2
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Hombres;De 65 a 69 años;2
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Hombres;De 70 a 74 años;2
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Hombres;De 75 a 79 años;2
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Hombres;De 80 a 84 años;7
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Hombres;De 85 a 89 años;2
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Hombres;De 90 a 94 años;2
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Hombres;95 y más años;3
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Mujeres;Total;19
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Mujeres;De 0 a 49 años;..
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Mujeres;De 50 a 54 años;..
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Mujeres;De 55 a 59 años;..
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Mujeres;De 60 a 64 años;1
Balears, Illes;Covid-19 Virus no identificado (sospechoso);Mujeres;De 65 a 69 años;2
