Comunidad y ciudad autónoma de defunción;Covid-19;Sexo;Edad;Total
Cataluña;Otras causas;Mujeres;De 80 a 84 años;4.312
Cataluña;Otras causas;Mujeres;De 85 a 89 años;7.393
Cataluña;Otras causas;Mujeres;De 90 a 94 años;7.330
Cataluña;Otras causas;Mujeres;95 y más años;4.413
Comunitat Valenciana;Total;Total;Total;49.033
Comunitat Valenciana;Total;Total;De 0 a 49 años;1.794
Comunitat Valenciana;Total;Total;De 50 a 54 años;1.163
Comunitat Valenciana;Total;Total;De 55 a 59 años;1.664
Comunitat Valenciana;Total;Total;De 60 a 64 años;2.464
Comunitat Valenciana;Total;Total;De 65 a 69 años;2.987
Comunitat Valenciana;Total;Total;De 70 a 74 años;4.165
Comunitat Valenciana;Total;Total;De 75 a 79 años;5.665
Comunitat Valenciana;Total;Total;De 80 a 84 años;7.771
Comunitat Valenciana;Total;Total;De 85 a 89 años;10.274
Comunitat Valenciana;Total;Total;De 90 a 94 años;7.755
Comunitat Valenciana;Total;Total;95 y más años;3.331
Comunitat Valenciana;Total;Hombres;Total;25.419
Comunitat Valenciana;Total;Hombres;De 0 a 49 años;1.167
Comunitat Valenciana;Total;Hombres;De 50 a 54 años;781
Comunitat Valenciana;Total;Hombres;De 55 a 59 años;1.108
Comunitat Valenciana;Total;Hombres;De 60 a 64 años;1.653
Comunitat Valenciana;Total;Hombres;De 65 a 69 años;2.040
Comunitat Valenciana;Total;Hombres;De 70 a 74 años;2.706
Comunitat Valenciana;Total;Hombres;De 75 a 79 años;3.444
Comunitat Valenciana;Total;Hombres;De 80 a 84 años;4.100
Comunitat Valenciana;Total;Hombres;De 85 a 89 años;4.688
Comunitat Valenciana;Total;Hombres;De 90 a 94 años;2.847
Comunitat Valenciana;Total;Hombres;95 y más años;885
Comunitat Valenciana;Total;Mujeres;Total;23.614
Comunitat Valenciana;Total;Mujeres;De 0 a 49 años;627
Comunitat Valenciana;Total;Mujeres;De 50 a 54 años;382
Comunitat Valenciana;Total;Mujeres;De 55 a 59 años;556
Comunitat Valenciana;Total;Mujeres;De 60 a 64 años;811
Comunitat Valenciana;Total;Mujeres;De 65 a 69 años;947
Comunitat Valenciana;Total;Mujeres;De 70 a 74 años;1.459
Comunitat Valenciana;Total;Mujeres;De 75 a 79 años;2.221
Comunitat Valenciana;Total;Mujeres;De 80 a 84 años;3.671
Comunitat Valenciana;Total;Mujeres;De 85 a 89 años;5.586
Comunitat Valenciana;Total;Mujeres;De 90 a 94 años;4.908
Comunitat Valenciana;Total;Mujeres;95 y más años;2.446
Comunitat Valenciana;Covid-19 Virus identificado;Total;Total;3.161
Comunitat Valenciana;Covid-19 Virus identificado;Total;De 0 a 49 años;49
Comunitat Valenciana;Covid-19 Virus identificado;Total;De 50 a 54 años;41
Comunitat Valenciana;Covid-19 Virus identificado;Total;De 55 a 59 años;71
Comunitat Valenciana;Covid-19 Virus identificado;Total;De 60 a 64 años;126
Comunitat Valenciana;Covid-19 Virus identificado;Total;De 65 a 69 años;200
Comunitat Valenciana;Covid-19 Virus identificado;Total;De 70 a 74 años;324
Comunitat Valenciana;Covid-19 Virus identificado;Total;De 75 a 79 años;438
Comunitat Valenciana;Covid-19 Virus identificado;Total;De 80 a 84 años;599
Comunitat Valenciana;Covid-19 Virus identificado;Total;De 85 a 89 años;709
Comunitat Valenciana;Covid-19 Virus identificado;Total;De 90 a 94 años;446
Comunitat Valenciana;Covid-19 Virus identificado;Total;95 y más años;158
Comunitat Valenciana;Covid-19 Virus identificado;Hombres;Total;1.783
Comunitat Valenciana;Covid-19 Virus identificado;Hombres;De 0 a 49 años;31
Comunitat Valenciana;Covid-19 Virus identificado;Hombres;De 50 a 54 años;30
Comunitat Valenciana;Covid-19 Virus identificado;Hombres;De 55 a 59 años;52
Comunitat Valenciana;Covid-19 Virus identificado;Hombres;De 60 a 64 años;85
Comunitat Valenciana;Covid-19 Virus identificado;Hombres;De 65 a 69 años;158
Comunitat Valenciana;Covid-19 Virus identificado;Hombres;De 70 a 74 años;222
Comunitat Valenciana;Covid-19 Virus identificado;Hombres;De 75 a 79 años;274
Comunitat Valenciana;Covid-19 Virus identificado;Hombres;De 80 a 84 años;349
Comunitat Valenciana;Covid-19 Virus identificado;Hombres;De 85 a 89 años;361
Comunitat Valenciana;Covid-19 Virus identificado;Hombres;De 90 a 94 años;170
Comunitat Valenciana;Covid-19 Virus identificado;Hombres;95 y más años;51
Comunitat Valenciana;Covid-19 Virus identificado;Mujeres;Total;1.378
Comunitat Valenciana;Covid-19 Virus identificado;Mujeres;De 0 a 49 años;18
Comunitat Valenciana;Covid-19 Virus identificado;Mujeres;De 50 a 54 años;11
Comunitat Valenciana;Covid-19 Virus identificado;Mujeres;De 55 a 59 años;19
Comunitat Valenciana;Covid-19 Virus identificado;Mujeres;De 60 a 64 años;41
Comunitat Valenciana;Covid-19 Virus identificado;Mujeres;De 65 a 69 años;42
Comunitat Valenciana;Covid-19 Virus identificado;Mujeres;De 70 a 74 años;102
Comunitat Valenciana;Covid-19 Virus identificado;Mujeres;De 75 a 79 años;164
Comunitat Valenciana;Covid-19 Virus identificado;Mujeres;De 80 a 84 años;250
Comunitat Valenciana;Covid-19 Virus identificado;Mujeres;De 85 a 89 años;348
Comunitat Valenciana;Covid-19 Virus identificado;Mujeres;De 90 a 94 años;276
Comunitat Valenciana;Covid-19 Virus identificado;Mujeres;95 y más años;107
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Total;Total;651
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Total;De 0 a 49 años;6
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Total;De 50 a 54 años;13
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Total;De 55 a 59 años;15
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Total;De 60 a 64 años;21
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Total;De 65 a 69 años;27
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Total;De 70 a 74 años;39
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Total;De 75 a 79 años;79
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Total;De 80 a 84 años;99
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Total;De 85 a 89 años;183
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Total;De 90 a 94 años;117
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Total;95 y más años;52
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Hombres;Total;348
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Hombres;De 0 a 49 años;4
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Hombres;De 50 a 54 años;10
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Hombres;De 55 a 59 años;11
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Hombres;De 60 a 64 años;16
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Hombres;De 65 a 69 años;21
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Hombres;De 70 a 74 años;22
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Hombres;De 75 a 79 años;60
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Hombres;De 80 a 84 años;53
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Hombres;De 85 a 89 años;84
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Hombres;De 90 a 94 años;50
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Hombres;95 y más años;17
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Mujeres;Total;303
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Mujeres;De 0 a 49 años;2
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Mujeres;De 50 a 54 años;3
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Mujeres;De 55 a 59 años;4
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Mujeres;De 60 a 64 años;5
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Mujeres;De 65 a 69 años;6
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Mujeres;De 70 a 74 años;17
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Mujeres;De 75 a 79 años;19
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Mujeres;De 80 a 84 años;46
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Mujeres;De 85 a 89 años;99
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Mujeres;De 90 a 94 años;67
Comunitat Valenciana;Covid-19 Virus no identificado (sospechoso);Mujeres;95 y más años;35
Comunitat Valenciana;Otras causas;Total;Total;45.221
Comunitat Valenciana;Otras causas;Total;De 0 a 49 años;1.739
Comunitat Valenciana;Otras causas;Total;De 50 a 54 años;1.109
Comunitat Valenciana;Otras causas;Total;De 55 a 59 años;1.578
Comunitat Valenciana;Otras causas;Total;De 60 a 64 años;2.317
Comunitat Valenciana;Otras causas;Total;De 65 a 69 años;2.760
Comunitat Valenciana;Otras causas;Total;De 70 a 74 años;3.802
Comunitat Valenciana;Otras causas;Total;De 75 a 79 años;5.148
Comunitat Valenciana;Otras causas;Total;De 80 a 84 años;7.073
Comunitat Valenciana;Otras causas;Total;De 85 a 89 años;9.382
Comunitat Valenciana;Otras causas;Total;De 90 a 94 años;7.192
Comunitat Valenciana;Otras causas;Total;95 y más años;3.121
Comunitat Valenciana;Otras causas;Hombres;Total;23.288
Comunitat Valenciana;Otras causas;Hombres;De 0 a 49 años;1.132
Comunitat Valenciana;Otras causas;Hombres;De 50 a 54 años;741
Comunitat Valenciana;Otras causas;Hombres;De 55 a 59 años;1.045
Comunitat Valenciana;Otras causas;Hombres;De 60 a 64 años;1.552
Comunitat Valenciana;Otras causas;Hombres;De 65 a 69 años;1.861
Comunitat Valenciana;Otras causas;Hombres;De 70 a 74 años;2.462
Comunitat Valenciana;Otras causas;Hombres;De 75 a 79 años;3.110
Comunitat Valenciana;Otras causas;Hombres;De 80 a 84 años;3.698
Comunitat Valenciana;Otras causas;Hombres;De 85 a 89 años;4.243
Comunitat Valenciana;Otras causas;Hombres;De 90 a 94 años;2.627
Comunitat Valenciana;Otras causas;Hombres;95 y más años;817
Comunitat Valenciana;Otras causas;Mujeres;Total;21.933
Comunitat Valenciana;Otras causas;Mujeres;De 0 a 49 años;607
Comunitat Valenciana;Otras causas;Mujeres;De 50 a 54 años;368
Comunitat Valenciana;Otras causas;Mujeres;De 55 a 59 años;533
Comunitat Valenciana;Otras causas;Mujeres;De 60 a 64 años;765
Comunitat Valenciana;Otras causas;Mujeres;De 65 a 69 años;899
Comunitat Valenciana;Otras causas;Mujeres;De 70 a 74 años;1.340
Comunitat Valenciana;Otras causas;Mujeres;De 75 a 79 años;2.038
Comunitat Valenciana;Otras causas;Mujeres;De 80 a 84 años;3.375
Comunitat Valenciana;Otras causas;Mujeres;De 85 a 89 años;5.139
Comunitat Valenciana;Otras causas;Mujeres;De 90 a 94 años;4.565
Comunitat Valenciana;Otras causas;Mujeres;95 y más años;2.304
Extremadura;Total;Total;Total;12.994
Extremadura;Total;Total;De 0 a 49 años;308
Extremadura;Total;Total;De 50 a 54 años;245
Extremadura;Total;Total;De 55 a 59 años;433
Extremadura;Total;Total;De 60 a 64 años;551
Extremadura;Total;Total;De 65 a 69 años;676
Extremadura;Total;Total;De 70 a 74 años;1.014
Extremadura;Total;Total;De 75 a 79 años;1.269
Extremadura;Total;Total;De 80 a 84 años;2.015
Extremadura;Total;Total;De 85 a 89 años;3.108
Extremadura;Total;Total;De 90 a 94 años;2.372
Extremadura;Total;Total;95 y más años;1.003
Extremadura;Total;Hombres;Total;6.586
Extremadura;Total;Hombres;De 0 a 49 años;206
Extremadura;Total;Hombres;De 50 a 54 años;169
Extremadura;Total;Hombres;De 55 a 59 años;305
Extremadura;Total;Hombres;De 60 a 64 años;395
Extremadura;Total;Hombres;De 65 a 69 años;472
Extremadura;Total;Hombres;De 70 a 74 años;707
Extremadura;Total;Hombres;De 75 a 79 años;778
Extremadura;Total;Hombres;De 80 a 84 años;1.015
Extremadura;Total;Hombres;De 85 a 89 años;1.352
Extremadura;Total;Hombres;De 90 a 94 años;884
Extremadura;Total;Hombres;95 y más años;303
Extremadura;Total;Mujeres;Total;6.408
Extremadura;Total;Mujeres;De 0 a 49 años;102
Extremadura;Total;Mujeres;De 50 a 54 años;76
Extremadura;Total;Mujeres;De 55 a 59 años;128
Extremadura;Total;Mujeres;De 60 a 64 años;156
Extremadura;Total;Mujeres;De 65 a 69 años;204
Extremadura;Total;Mujeres;De 70 a 74 años;307
Extremadura;Total;Mujeres;De 75 a 79 años;491
Extremadura;Total;Mujeres;De 80 a 84 años;1.000
Extremadura;Total;Mujeres;De 85 a 89 años;1.756
Extremadura;Total;Mujeres;De 90 a 94 años;1.488
Extremadura;Total;Mujeres;95 y más años;700
Extremadura;Covid-19 Virus identificado;Total;Total;1.099
Extremadura;Covid-19 Virus identificado;Total;De 0 a 49 años;10
Extremadura;Covid-19 Virus identificado;Total;De 50 a 54 años;10
Extremadura;Covid-19 Virus identificado;Total;De 55 a 59 años;28
Extremadura;Covid-19 Virus identificado;Total;De 60 a 64 años;33
Extremadura;Covid-19 Virus identificado;Total;De 65 a 69 años;54
Extremadura;Covid-19 Virus identificado;Total;De 70 a 74 años;91
Extremadura;Covid-19 Virus identificado;Total;De 75 a 79 años;110
Extremadura;Covid-19 Virus identificado;Total;De 80 a 84 años;161
Extremadura;Covid-19 Virus identificado;Total;De 85 a 89 años;299
Extremadura;Covid-19 Virus identificado;Total;De 90 a 94 años;210
Extremadura;Covid-19 Virus identificado;Total;95 y más años;93
Extremadura;Covid-19 Virus identificado;Hombres;Total;568
Extremadura;Covid-19 Virus identificado;Hombres;De 0 a 49 años;7
Extremadura;Covid-19 Virus identificado;Hombres;De 50 a 54 años;8
Extremadura;Covid-19 Virus identificado;Hombres;De 55 a 59 años;20
Extremadura;Covid-19 Virus identificado;Hombres;De 60 a 64 años;25
Extremadura;Covid-19 Virus identificado;Hombres;De 65 a 69 años;34
Extremadura;Covid-19 Virus identificado;Hombres;De 70 a 74 años;63
Extremadura;Covid-19 Virus identificado;Hombres;De 75 a 79 años;69
Extremadura;Covid-19 Virus identificado;Hombres;De 80 a 84 años;78
Extremadura;Covid-19 Virus identificado;Hombres;De 85 a 89 años;146
Extremadura;Covid-19 Virus identificado;Hombres;De 90 a 94 años;82
Extremadura;Covid-19 Virus identificado;Hombres;95 y más años;36
Extremadura;Covid-19 Virus identificado;Mujeres;Total;531
Extremadura;Covid-19 Virus identificado;Mujeres;De 0 a 49 años;3
Extremadura;Covid-19 Virus identificado;Mujeres;De 50 a 54 años;2
Extremadura;Covid-19 Virus identificado;Mujeres;De 55 a 59 años;8
Extremadura;Covid-19 Virus identificado;Mujeres;De 60 a 64 años;8
Extremadura;Covid-19 Virus identificado;Mujeres;De 65 a 69 años;20
Extremadura;Covid-19 Virus identificado;Mujeres;De 70 a 74 años;28
Extremadura;Covid-19 Virus identificado;Mujeres;De 75 a 79 años;41
Extremadura;Covid-19 Virus identificado;Mujeres;De 80 a 84 años;83
Extremadura;Covid-19 Virus identificado;Mujeres;De 85 a 89 años;153
Extremadura;Covid-19 Virus identificado;Mujeres;De 90 a 94 años;128
Extremadura;Covid-19 Virus identificado;Mujeres;95 y más años;57
Extremadura;Covid-19 Virus no identificado (sospechoso);Total;Total;290
Extremadura;Covid-19 Virus no identificado (sospechoso);Total;De 0 a 49 años;2
Extremadura;Covid-19 Virus no identificado (sospechoso);Total;De 50 a 54 años;2
Extremadura;Covid-19 Virus no identificado (sospechoso);Total;De 55 a 59 años;4
Extremadura;Covid-19 Virus no identificado (sospechoso);Total;De 60 a 64 años;2
Extremadura;Covid-19 Virus no identificado (sospechoso);Total;De 65 a 69 años;6
Extremadura;Covid-19 Virus no identificado (sospechoso);Total;De 70 a 74 años;18
Extremadura;Covid-19 Virus no identificado (sospechoso);Total;De 75 a 79 años;32
Extremadura;Covid-19 Virus no identificado (sospechoso);Total;De 80 a 84 años;53
Extremadura;Covid-19 Virus no identificado (sospechoso);Total;De 85 a 89 años;78
Extremadura;Covid-19 Virus no identificado (sospechoso);Total;De 90 a 94 años;69
Extremadura;Covid-19 Virus no identificado (sospechoso);Total;95 y más años;24
Extremadura;Covid-19 Virus no identificado (sospechoso);Hombres;Total;131
Extremadura;Covid-19 Virus no identificado (sospechoso);Hombres;De 0 a 49 años;1
Extremadura;Covid-19 Virus no identificado (sospechoso);Hombres;De 50 a 54 años;1
Extremadura;Covid-19 Virus no identificado (sospechoso);Hombres;De 55 a 59 años;1
Extremadura;Covid-19 Virus no identificado (sospechoso);Hombres;De 60 a 64 años;1
Extremadura;Covid-19 Virus no identificado (sospechoso);Hombres;De 65 a 69 años;4
Extremadura;Covid-19 Virus no identificado (sospechoso);Hombres;De 70 a 74 años;12
Extremadura;Covid-19 Virus no identificado (sospechoso);Hombres;De 75 a 79 años;20
Extremadura;Covid-19 Virus no identificado (sospechoso);Hombres;De 80 a 84 años;29
Extremadura;Covid-19 Virus no identificado (sospechoso);Hombres;De 85 a 89 años;36
Extremadura;Covid-19 Virus no identificado (sospechoso);Hombres;De 90 a 94 años;19
Extremadura;Covid-19 Virus no identificado (sospechoso);Hombres;95 y más años;7
Extremadura;Covid-19 Virus no identificado (sospechoso);Mujeres;Total;159
Extremadura;Covid-19 Virus no identificado (sospechoso);Mujeres;De 0 a 49 años;1
Extremadura;Covid-19 Virus no identificado (sospechoso);Mujeres;De 50 a 54 años;1
Extremadura;Covid-19 Virus no identificado (sospechoso);Mujeres;De 55 a 59 años;3
Extremadura;Covid-19 Virus no identificado (sospechoso);Mujeres;De 60 a 64 años;1
Extremadura;Covid-19 Virus no identificado (sospechoso);Mujeres;De 65 a 69 años;2
Extremadura;Covid-19 Virus no identificado (sospechoso);Mujeres;De 70 a 74 años;6
Extremadura;Covid-19 Virus no identificado (sospechoso);Mujeres;De 75 a 79 años;12
Extremadura;Covid-19 Virus no identificado (sospechoso);Mujeres;De 80 a 84 años;24
Extremadura;Covid-19 Virus no identificado (sospechoso);Mujeres;De 85 a 89 años;42
Extremadura;Covid-19 Virus no identificado (sospechoso);Mujeres;De 90 a 94 años;50
Extremadura;Covid-19 Virus no identificado (sospechoso);Mujeres;95 y más años;17
Extremadura;Otras causas;Total;Total;11.605
Extremadura;Otras causas;Total;De 0 a 49 años;296
Extremadura;Otras causas;Total;De 50 a 54 años;233
Extremadura;Otras causas;Total;De 55 a 59 años;401
Extremadura;Otras causas;Total;De 60 a 64 años;516
Extremadura;Otras causas;Total;De 65 a 69 años;616
Extremadura;Otras causas;Total;De 70 a 74 años;905
Extremadura;Otras causas;Total;De 75 a 79 años;1.127
Extremadura;Otras causas;Total;De 80 a 84 años;1.801
Extremadura;Otras causas;Total;De 85 a 89 años;2.731
Extremadura;Otras causas;Total;De 90 a 94 años;2.093
Extremadura;Otras causas;Total;95 y más años;886
Extremadura;Otras causas;Hombres;Total;5.887
Extremadura;Otras causas;Hombres;De 0 a 49 años;198
Extremadura;Otras causas;Hombres;De 50 a 54 años;160
Extremadura;Otras causas;Hombres;De 55 a 59 años;284
Extremadura;Otras causas;Hombres;De 60 a 64 años;369
Extremadura;Otras causas;Hombres;De 65 a 69 años;434
Extremadura;Otras causas;Hombres;De 70 a 74 años;632
Extremadura;Otras causas;Hombres;De 75 a 79 años;689
Extremadura;Otras causas;Hombres;De 80 a 84 años;908
Extremadura;Otras causas;Hombres;De 85 a 89 años;1.170
Extremadura;Otras causas;Hombres;De 90 a 94 años;783
Extremadura;Otras causas;Hombres;95 y más años;260
Extremadura;Otras causas;Mujeres;Total;5.718
Extremadura;Otras causas;Mujeres;De 0 a 49 años;98
Extremadura;Otras causas;Mujeres;De 50 a 54 años;73
Extremadura;Otras causas;Mujeres;De 55 a 59 años;117
Extremadura;Otras causas;Mujeres;De 60 a 64 años;147
Extremadura;Otras causas;Mujeres;De 65 a 69 años;182
Extremadura;Otras causas;Mujeres;De 70 a 74 años;273
Extremadura;Otras causas;Mujeres;De 75 a 79 años;438
Extremadura;Otras causas;Mujeres;De 80 a 84 años;893
Extremadura;Otras causas;Mujeres;De 85 a 89 años;1.561
Extremadura;Otras causas;Mujeres;De 90 a 94 años;1.310
Extremadura;Otras causas;Mujeres;95 y más años;626
Galicia;Total;Total;Total;32.879
Galicia;Total;Total;De 0 a 49 años;880
Galicia;Total;Total;De 50 a 54 años;595
Galicia;Total;Total;De 55 a 59 años;935
Galicia;Total;Total;De 60 a 64 años;1.356
Galicia;Total;Total;De 65 a 69 años;1.665
Galicia;Total;Total;De 70 a 74 años;2.397
Galicia;Total;Total;De 75 a 79 años;3.310
Galicia;Total;Total;De 80 a 84 años;4.751
Galicia;Total;Total;De 85 a 89 años;7.427
Galicia;Total;Total;De 90 a 94 años;6.268
Galicia;Total;Total;95 y más años;3.295
Galicia;Total;Hombres;Total;16.323
Galicia;Total;Hombres;De 0 a 49 años;578
Galicia;Total;Hombres;De 50 a 54 años;378
Galicia;Total;Hombres;De 55 a 59 años;622
Galicia;Total;Hombres;De 60 a 64 años;932
Galicia;Total;Hombres;De 65 a 69 años;1.165
Galicia;Total;Hombres;De 70 a 74 años;1.622
Galicia;Total;Hombres;De 75 a 79 años;2.061
Galicia;Total;Hombres;De 80 a 84 años;2.558
Galicia;Total;Hombres;De 85 a 89 años;3.309
Galicia;Total;Hombres;De 90 a 94 años;2.251
Galicia;Total;Hombres;95 y más años;847
Galicia;Total;Mujeres;Total;16.556
Galicia;Total;Mujeres;De 0 a 49 años;302
Galicia;Total;Mujeres;De 50 a 54 años;217
Galicia;Total;Mujeres;De 55 a 59 años;313
Galicia;Total;Mujeres;De 60 a 64 años;424
Galicia;Total;Mujeres;De 65 a 69 años;500
Galicia;Total;Mujeres;De 70 a 74 años;775
Galicia;Total;Mujeres;De 75 a 79 años;1.249
Galicia;Total;Mujeres;De 80 a 84 años;2.193
Galicia;Total;Mujeres;De 85 a 89 años;4.118
Galicia;Total;Mujeres;De 90 a 94 años;4.017
Galicia;Total;Mujeres;95 y más años;2.448
Galicia;Covid-19 Virus identificado;Total;Total;1.499
Galicia;Covid-19 Virus identificado;Total;De 0 a 49 años;7
Galicia;Covid-19 Virus identificado;Total;De 50 a 54 años;8
Galicia;Covid-19 Virus identificado;Total;De 55 a 59 años;28
Galicia;Covid-19 Virus identificado;Total;De 60 a 64 años;36
Galicia;Covid-19 Virus identificado;Total;De 65 a 69 años;53
Galicia;Covid-19 Virus identificado;Total;De 70 a 74 años;116
Galicia;Covid-19 Virus identificado;Total;De 75 a 79 años;151
Galicia;Covid-19 Virus identificado;Total;De 80 a 84 años;275
Galicia;Covid-19 Virus identificado;Total;De 85 a 89 años;393
Galicia;Covid-19 Virus identificado;Total;De 90 a 94 años;288
Galicia;Covid-19 Virus identificado;Total;95 y más años;144
Galicia;Covid-19 Virus identificado;Hombres;Total;795
Galicia;Covid-19 Virus identificado;Hombres;De 0 a 49 años;5
Galicia;Covid-19 Virus identificado;Hombres;De 50 a 54 años;4
Galicia;Covid-19 Virus identificado;Hombres;De 55 a 59 años;22
Galicia;Covid-19 Virus identificado;Hombres;De 60 a 64 años;31
Galicia;Covid-19 Virus identificado;Hombres;De 65 a 69 años;41
Galicia;Covid-19 Virus identificado;Hombres;De 70 a 74 años;80
Galicia;Covid-19 Virus identificado;Hombres;De 75 a 79 años;105
Galicia;Covid-19 Virus identificado;Hombres;De 80 a 84 años;176
Galicia;Covid-19 Virus identificado;Hombres;De 85 a 89 años;176
Galicia;Covid-19 Virus identificado;Hombres;De 90 a 94 años;113
Galicia;Covid-19 Virus identificado;Hombres;95 y más años;42
Galicia;Covid-19 Virus identificado;Mujeres;Total;704
Galicia;Covid-19 Virus identificado;Mujeres;De 0 a 49 años;2
Galicia;Covid-19 Virus identificado;Mujeres;De 50 a 54 años;4
Galicia;Covid-19 Virus identificado;Mujeres;De 55 a 59 años;6
Galicia;Covid-19 Virus identificado;Mujeres;De 60 a 64 años;5
Galicia;Covid-19 Virus identificado;Mujeres;De 65 a 69 años;12
Galicia;Covid-19 Virus identificado;Mujeres;De 70 a 74 años;36
Galicia;Covid-19 Virus identificado;Mujeres;De 75 a 79 años;46
Galicia;Covid-19 Virus identificado;Mujeres;De 80 a 84 años;99
Galicia;Covid-19 Virus identificado;Mujeres;De 85 a 89 años;217
Galicia;Covid-19 Virus identificado;Mujeres;De 90 a 94 años;175
Galicia;Covid-19 Virus identificado;Mujeres;95 y más años;102
Galicia;Covid-19 Virus no identificado (sospechoso);Total;Total;83
Galicia;Covid-19 Virus no identificado (sospechoso);Total;De 0 a 49 años;3
Galicia;Covid-19 Virus no identificado (sospechoso);Total;De 50 a 54 años;1
Galicia;Covid-19 Virus no identificado (sospechoso);Total;De 55 a 59 años;2
Galicia;Covid-19 Virus no identificado (sospechoso);Total;De 60 a 64 años;1
Galicia;Covid-19 Virus no identificado (sospechoso);Total;De 65 a 69 años;1
Galicia;Covid-19 Virus no identificado (sospechoso);Total;De 70 a 74 años;5
Galicia;Covid-19 Virus no identificado (sospechoso);Total;De 75 a 79 años;5
Galicia;Covid-19 Virus no identificado (sospechoso);Total;De 80 a 84 años;8
Galicia;Covid-19 Virus no identificado (sospechoso);Total;De 85 a 89 años;25
Galicia;Covid-19 Virus no identificado (sospechoso);Total;De 90 a 94 años;22
Galicia;Covid-19 Virus no identificado (sospechoso);Total;95 y más años;10
Galicia;Covid-19 Virus no identificado (sospechoso);Hombres;Total;39
Galicia;Covid-19 Virus no identificado (sospechoso);Hombres;De 0 a 49 años;3
Galicia;Covid-19 Virus no identificado (sospechoso);Hombres;De 50 a 54 años;..
Galicia;Covid-19 Virus no identificado (sospechoso);Hombres;De 55 a 59 años;1
Galicia;Covid-19 Virus no identificado (sospechoso);Hombres;De 60 a 64 años;1
Galicia;Covid-19 Virus no identificado (sospechoso);Hombres;De 65 a 69 años;..
Galicia;Covid-19 Virus no identificado (sospechoso);Hombres;De 70 a 74 años;4
Galicia;Covid-19 Virus no identificado (sospechoso);Hombres;De 75 a 79 años;4
Galicia;Covid-19 Virus no identificado (sospechoso);Hombres;De 80 a 84 años;2
Galicia;Covid-19 Virus no identificado (sospechoso);Hombres;De 85 a 89 años;10
Galicia;Covid-19 Virus no identificado (sospechoso);Hombres;De 90 a 94 años;10
Galicia;Covid-19 Virus no identificado (sospechoso);Hombres;95 y más años;4
Galicia;Covid-19 Virus no identificado (sospechoso);Mujeres;Total;44
Galicia;Covid-19 Virus no identificado (sospechoso);Mujeres;De 0 a 49 años;..
Galicia;Covid-19 Virus no identificado (sospechoso);Mujeres;De 50 a 54 años;1
Galicia;Covid-19 Virus no identificado (sospechoso);Mujeres;De 55 a 59 años;1
Galicia;Covid-19 Virus no identificado (sospechoso);Mujeres;De 60 a 64 años;..
Galicia;Covid-19 Virus no identificado (sospechoso);Mujeres;De 65 a 69 años;1
Galicia;Covid-19 Virus no identificado (sospechoso);Mujeres;De 70 a 74 años;1
Galicia;Covid-19 Virus no identificado (sospechoso);Mujeres;De 75 a 79 años;1
Galicia;Covid-19 Virus no identificado (sospechoso);Mujeres;De 80 a 84 años;6
Galicia;Covid-19 Virus no identificado (sospechoso);Mujeres;De 85 a 89 años;15
Galicia;Covid-19 Virus no identificado (sospechoso);Mujeres;De 90 a 94 años;12
Galicia;Covid-19 Virus no identificado (sospechoso);Mujeres;95 y más años;6
Galicia;Otras causas;Total;Total;31.297
Galicia;Otras causas;Total;De 0 a 49 años;870
Galicia;Otras causas;Total;De 50 a 54 años;586
